video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
J2dmwQeNxp8,playing ping pong,21,31,21.467134,23.002002,2
LRiGVwNyTEU,playing ping pong,14,24,14.34,23.98,9
Lm1yrhHEPhQ,playing ping pong,10,20,10,20,6
L0AXgXjT6Zo,playing ping pong,4,14,4,10.239573,4
L7fYjIlMnR8,playing ping pong,41,51,41,50.976643,7
MbTwVj2fsHE,playing ping pong,27,37,27.116667,32.116667,2
Nhl46d2bueI,playing ping pong,1,11,4.903904,10.90991,3
OmIcycXGkG8,playing ping pong,110,120,110,113.803804,3
O1luitbv8sE,playing ping pong,153,163,153,154.033333,2
PU9urxFmX7Y,playing ping pong,5,15,5,9.437771,3
PU9urxFmX7Y,playing ping pong,5,15,11.072739,14.976643,3
PagVojz4-qk,playing ping pong,106,116,106.600601,111.505506,4
Pj_2N6HeCXw,playing ping pong,56,66,56,59.533333,3
Pj_2N6HeCXw,playing ping pong,56,66,61.166667,66,3
QkzF1myWJsE,playing ping pong,0,10,3.666666,10,5
Q7Fj9FqdrY4,playing ping pong,67,77,71.883333,75.433334,2
RogvBJR_W2Y,playing ping pong,55,65,55,64.366667,5
Tddf5e3rYsk,playing ping pong,0,10,3.8,9.166667,4
T13NYMpFfpw,playing ping pong,0,10,0.53932,5.865103,4
T13NYMpFfpw,playing ping pong,0,10,8.595409,9.977416,2
V6cnJ9nG3oc,playing ping pong,8,18,8,12.8,4
X7RMG1-Srp8,playing ping pong,42,52,42,45.63697,3
X7RMG1-Srp8,playing ping pong,42,52,47.271939,51.976643,5
ZvTjeWDNHV0,playing ping pong,7,17,10.233333,17,5
aRwp3NPsGOg,playing ping pong,25,35,28.333333,32.433333,3
a9PrSorcZ-Q,playing ping pong,282,292,282.333333,285.9,2
a9PrSorcZ-Q,playing ping pong,282,292,289.366667,292,2
bUhuBlsOack,playing ping pong,28,38,29.766667,34.666667,3
bdl8pBWigTQ,playing ping pong,1,11,1,10.726911,11
cKvFVbUaOCA,playing ping pong,215,225,215,217.733333,2
cKvFVbUaOCA,playing ping pong,215,225,220.766667,224.5,3
dboyYxjGV34,playing ping pong,10,20,10.935923,13.091888,2
d2HiIhKUKWE,playing ping pong,1204,1214,1204,1207.5,2
ekRz5KwqQFo,playing ping pong,37,47,37,40.503504,2
ekRz5KwqQFo,playing ping pong,37,47,41.804805,46.976643,3
fOt5iVsSa4Q,playing ping pong,0,10,0.533867,5.305306,4
hCvymi8U8ZA,playing ping pong,29,39,36.333333,38.866667,2
hP-c5DGf6vo,playing ping pong,24,34,24,29.472139,9
hP-c5DGf6vo,playing ping pong,24,34,31.140473,33.943277,3
hkPD4SbMS8c,playing ping pong,207,217,210.2,215.633333,3
h0L3IaePcZQ,playing ping pong,18,28,20.544211,25.903737,8
jMIzjrV_RBU,playing ping pong,0,10,1.668335,8.241575,5
jop1zxGB0-Q,playing ping pong,52,62,52.266667,59,2
kdEsdV_jXPc,playing ping pong,6,16,7.844796,10.170844,2
keeoSu3FkTc,playing ping pong,91,101,94.9,100.4,3
k3zt30q3aMI,playing ping pong,89,99,91.602603,93.270938,2
m3K7GKYS554,playing ping pong,10,20,14.133333,20,3
n9XWQUKsEKk,playing ping pong,0,10,3.733333,9.066667,2
oKAQl7fNkzg,playing ping pong,538,548,538,547.042376,6
od1VcoamwXM,playing ping pong,0,10,4.022581,6.55782,2
ohp5vRs9oA4,playing ping pong,49,59,49,54.58,5
o6Fjd8hm3W8,playing ping pong,61,71,66.5,71,4
qBYVmxHS-bM,playing ping pong,189,199,189,196.007007,2
qOF0asQlWgc,playing ping pong,0,10,0.166666,1.816666,2
rErRUEhejgQ,playing ping pong,12,22,16.666667,20.2,2
rccE6Fwf8jQ,playing ping pong,18,28,19.36,22.56,3
scTaz7zP3yU,playing ping pong,5,15,7.168836,14.075742,2
unx6iNSj6p4,playing ping pong,0,10,0.933333,5.233333,2
u0AUaQ-Ri6k,playing ping pong,0,10,0.500501,4.537871,3
vGR9pUDGVbA,playing ping pong,84,94,84,87.970637,3
vGR9pUDGVbA,playing ping pong,84,94,92.074741,93.976643,2
w2ikRqbMxC4,playing ping pong,10,20,10,19.5,6
xGwoKxL8Sfs,playing ping pong,23,33,23.916667,26.416667,2
xGwoKxL8Sfs,playing ping pong,23,33,29.041666,30.458334,2
xMEFlMjEjTs,playing ping pong,5,15,10.872539,13.875542,3
xmQ0g72b33Q,playing ping pong,82,92,87.137903,91.070826,2
yHbqzfLaulE,playing ping pong,39,49,44.071738,48.009009,2
zLYLlCWTDMU,playing ping pong,449,459,449.066733,454.355355,3
0dLWCxdfmPQ,playing ping pong,669,679,672.233333,674.083333,2
1QLJSaPSDvM,playing ping pong,171,181,171,179.15,2
1dTE0SO9jZU,playing ping pong,145,155,146.766667,152.4,3
1_ydzDt9SAc,playing ping pong,36,46,36.3003,37.801802,2
3EqF5Aavx3Y,playing ping pong,15,25,15.3003,17.502503,2
3EqF5Aavx3Y,playing ping pong,15,25,22.490825,24.976643,2
4C6g5j2PhvI,playing ping pong,0,10,2.952624,6.844719,3
4oY0nsUwZgk,playing ping pong,26,36,32.37304,35.80981,3
5NN1RfCxJHs,playing ping pong,30,40,30.600881,37.310722,3
5tbH0GIz9rM,playing ping pong,10,20,10,18.775442,10
6OCGaAPwCbw,playing ping pong,5,15,5,7.625,3
6OCGaAPwCbw,playing ping pong,5,15,9.625,14.416667,4
6i_uanzEaTY,playing ping pong,45,55,45,48.33667,2
6i_uanzEaTY,playing ping pong,45,55,50.972639,54.976643,3
7PSaRnOlXeY,playing ping pong,39,49,45.973641,48.976643,3
9OVVwWkTb1Q,playing ping pong,92,102,95.899654,97.507759,2
9QFy5GnAO88,playing ping pong,145,155,149.137471,152.507508,3
#NAME?,playing ping pong,17,27,24.041667,26.416667,2
#NAME?,playing ping pong,6,16,6,16,3
#NAME?,playing ping pong,38,48,38,45.507508,6
ARb0rBemhFE,playing tennis,25,35,28.62,34.38,2
CBL31JcCt24,playing tennis,63,73,63,72.943277,5
EEojoJfWIdg,playing tennis,8,18,11.6,18,3
ELwJXp-Xbes,playing tennis,55,65,55.74,60.98,2
FU-MZHa6k68,playing tennis,177,187,180.370037,183.389723,2
FZVIxsv8lh4,playing tennis,2,12,2.84,12,3
FdI7-_2s5kk,playing tennis,43,53,43,48.9,4
FdI7-_2s5kk,playing tennis,43,53,50.133333,53,2
F2WQiE9wod8,playing tennis,26,36,28.369036,35.943277,4
IgJIy7yGaHA,playing tennis,21,31,25.604605,30.626293,2
IpSChE964fg,playing tennis,357,367,357.233567,366.976643,3
KQe713QCuw8,playing tennis,157,167,159.902903,166.943277,2
LHvb6Gn-riQ,playing tennis,61,71,61,71,5
LZY_iF7EjyY,playing tennis,0,10,3.962626,9.969133,3
L2YQRgPJdQU,playing tennis,448,458,448,458,5
MCa2IKVrv7Q,playing tennis,13,23,13,22.964286,3
NC88SiXJCb0,playing tennis,8,18,8.333667,14.506507,2
NGIHzgTCjho,playing tennis,150,160,150.867534,154.604605,2
NGIHzgTCjho,playing tennis,150,160,155.438772,159.976643,3
NPiDwkZRy6w,playing tennis,3,13,3,11.206036,3
N-vRkmSkkyg,playing tennis,262,272,262,272,4
QfimD-ZkCaE,playing tennis,21,31,22.668335,27.539873,2
Q6ETsMJKUbc,playing tennis,34,44,34.616667,43.7,3
RkzDr7KZ-O0,playing tennis,53,63,53.467134,58.922589,2
RnllU76eCDE,playing tennis,3,13,3,12.976643,4
R4HxRBQUDA4,playing tennis,52,62,53.134468,61.359359,2
SVtw5PRuo9Y,playing tennis,466,476,466.266667,474.733333,3
TOovstsXhYc,playing tennis,1,11,1.666667,4.833333,2
TmCObbVzPOo,playing tennis,7,17,8.62,15.22,3
T3Q10NrKG8k,playing tennis,145,155,147.22,153.08,2
VPoR2j37ZSs,playing tennis,0,10,4.571238,7.924591,2
VYGV060VoMI,playing tennis,34,44,35.033333,39.316666,2
VYGV060VoMI,playing tennis,34,44,41.233334,44,2
V8q1X-CKpzY,playing tennis,393,403,393.9,402.96,3
W9QrPtfD72Y,playing tennis,2,12,4.9,12,4
XPkXLpvking,playing tennis,0,10,2.3,9.566667,3
ZBTIf18Nmq0,playing tennis,117,127,120.970637,126.976643,2
a7cJhjqnpzs,playing tennis,8,18,11.48,17.86,3
bHdrczuS4jI,playing tennis,3,13,3.42,9.86,2
by0T-MNPoQ8,playing tennis,1,11,2.083334,5.666667,2
b0arsxa4cUM,playing tennis,39,49,40.434768,48.175843,3
cz2cIICnjvc,playing tennis,22,32,22,31.968302,6
dSHVMyAOMRw,playing tennis,143,153,144.134468,150.924591,2
dXyrR-ARNWw,playing tennis,495,505,495.166834,503.808809,3
e2dwACRESXc,playing tennis,220,230,220.15,230,3
grAxYfoKOD4,playing tennis,64,74,67.5,72.433333,2
hPuylJBmk_8,playing tennis,47,57,49.769436,56.976643,3
irWWnEAID5U,playing tennis,8,18,8.866667,17.183333,2
ix0RvakZ6Lk,playing tennis,77,87,77.84,85.68,3
i-JTfS97N68,playing tennis,6,16,10.571238,15.376043,2
jgwicuiEHz8,playing tennis,214,224,219.355356,223.40941,2
kc-Nz-_vIRw,playing tennis,13,23,13,21.641975,4
lQ1LzwT_IoI,playing tennis,30,40,30,39.943277,3
oWK-Lj8Ls18,playing tennis,24,34,24.233333,33.366667,3
qLC17kp_fpo,playing tennis,55,65,59.205327,64.979307,2
qw3JiXhP-4s,playing tennis,13,23,13.65,18.283334,2
rZl881ilvr0,playing tennis,3,13,4.139678,7.77659,2
reU0jHZgP00,playing tennis,2,12,6.6,11.32,2
sPKu2KAeqI0,playing tennis,94,104,95.034368,100.62329,2
sk6TF18LRvs,playing tennis,9,19,15.72,19,3
s9JdTUjDwow,playing tennis,8,18,8.8,18,3
u2k32TatYs8,playing tennis,43,53,49.256256,52.576243,2
vKKTlOW95SE,playing tennis,20,30,21.230769,28.615385,3
wHVw6YYqwVE,playing tennis,505,515,507.652652,511.07274,2
yQGH9nB4_3Q,playing tennis,72,82,74.133334,81.95,2
yfShxiRD3N0,playing tennis,48,58,48,57.976643,2
y_LxC6EZZF4,playing tennis,9,19,9,18.2,3
zWXWj7wEfNc,playing tennis,63,73,65.366666,72.65,2
1pOvtcje8fs,playing tennis,7,17,7.92,13.64,3
2RTltupmW0w,playing tennis,223,233,223,226.73707,2
2fZMzGEY0gA,playing tennis,161,171,161,168.841174,3
4ts_ojvQheM,playing tennis,280,290,280,283.33667,2
4ts_ojvQheM,playing tennis,280,290,286.67334,289.976643,2
5UY4_ty1lek,playing tennis,431,441,431,440.977416,4
8exXIpJRAqA,playing tennis,73,83,73,82.976643,4
95tgYOENQsg,playing tennis,585,595,585.833333,595,4
#NAME?,playing tennis,119,129,120.395833,127.291667,2
AYoqgGYudd0,playing ukulele,64,74,64,70.47314,16
Ak9WTXOvgl0,playing ukulele,12,22,12,21.969133,27
AvPntYoARLY,playing ukulele,34,44,34,43.976643,27
A4Y0XM0_hF4,playing ukulele,90,100,90,99.976643,40
A-ACnOg9DwU,playing ukulele,67,77,67,77,23
BHenaiVZzYo,playing ukulele,14,24,14,21.2,6
BvfYgPe2F28,playing ukulele,5,15,5,14.976643,25
B_jVh9DNazw,playing ukulele,98,108,98,108,17
CaXCFXVDKDM,playing ukulele,50,60,50,59.976643,9
DVa6i10k9lQ,playing ukulele,13,23,17.833333,20.833333,6
DgDRvDyoHVw,playing ukulele,169,179,169,178.976643,22
Dm_JTBfYfT0,playing ukulele,50,60,50,52.302302,5
Dm_JTBfYfT0,playing ukulele,50,60,55.538872,57.707708,5
EEBCnea18tg,playing ukulele,25,35,25,35,37
EPrFE7JnpIc,playing ukulele,0,10,0,2.966667,6
EPrFE7JnpIc,playing ukulele,0,10,4.766667,9.766667,10
E0QVF3Qjtm8,playing ukulele,4,14,4,10.9,22
Fg0pLlhKS0s,playing ukulele,102,112,102,106.204204,12
Fm4ylTS6vxQ,playing ukulele,18,28,18,27.994018,42
Fuc-gCjsy_o,playing ukulele,47,57,47,50.903904,9
Fuc-gCjsy_o,playing ukulele,47,57,53.606607,56.743076,4
GAmVBcJ1-i8,playing ukulele,319,329,319,329,26
HIMrZvuaqBI,playing ukulele,21,31,21,30.976643,35
ITvoPJCpPLE,playing ukulele,65,75,65,74.943277,13
IgbvblJVjLw,playing ukulele,20,30,20,30,36
I65HlDKBHaI,playing ukulele,143,153,143,152.976643,35
JA-0AceZ7IA,playing ukulele,177,187,177,181.133333,21
JA-0AceZ7IA,playing ukulele,177,187,182.533333,187,18
JqS43-Frbdc,playing ukulele,35,45,38.722867,44.969712,19
LskXakCM2Hs,playing ukulele,3,13,3,13,20
MQAsamVWEr0,playing ukulele,42,52,42,51.976643,18
Mvlmg8ZZEdE,playing ukulele,51,61,51,54.366667,2
M4DeUT2cOso,playing ukulele,3,13,9.633333,12.966667,3
NAuFTfumAVU,playing ukulele,0,10,7.609131,9.878521,2
NHstOot2-lU,playing ukulele,9,19,13.233333,15.3,4
NHstOot2-lU,playing ukulele,9,19,9,10.933333,3
NN097iicoAY,playing ukulele,259,269,259,269,35
N3vIoBKZU8A,playing ukulele,6,16,6,16,7
OFerfmxPa9o,playing ukulele,51,61,51,60.909091,23
OV9xX43UUkU,playing ukulele,279,289,279,289,30
OqGx3NgR9kg,playing ukulele,54,64,54.066667,55.2,2
OqGx3NgR9kg,playing ukulele,54,64,58.033333,59.6,3
O7OZgeRfiiI,playing ukulele,25,35,25,34.943277,18
QPrSIQPpIO0,playing ukulele,17,27,17,26.976643,19
QUK06KcDupA,playing ukulele,28,38,28,29.6,3
QUK06KcDupA,playing ukulele,28,38,31.24,38,16
RO388vDhW00,playing ukulele,76,86,76,85.976643,48
TWT_mBIzpPM,playing ukulele,177,187,177,186.936039,34
UQJjPUbIxgI,playing ukulele,54,64,54,63.976643,25
VcKJtPnvvhE,playing ukulele,2,12,8.270429,11.97265,12
WDh1Oa-mZc0,playing ukulele,16,26,16,19.655172,12
WTBSI76oQkY,playing ukulele,4,14,4,14,13
WnRTUcOFc2U,playing ukulele,160,170,160,164.604605,13
WnRTUcOFc2U,playing ukulele,160,170,165.872539,169.943277,11
W5hJGPns9sw,playing ukulele,68,78,70,77.36,2
X-nC7RQ8E44,playing ukulele,129,139,129,138.943277,13
Y5pI5uS8Ie0,playing ukulele,68,78,69.968635,72.537871,9
Y5pI5uS8Ie0,playing ukulele,68,78,75.507508,76.808809,5
aa_fQvMY_00,playing ukulele,1,11,1,10.976643,7
cIOnJrZcHzg,playing ukulele,3,13,3,13,28
cNhmja89DdE,playing ukulele,1,11,3.485819,10.976643,15
c_ceA8agOPY,playing ukulele,0,10,0,9.966667,26
dbl3cgIbsRQ,playing ukulele,432,442,432,442,25
ekMhQ-4W-M8,playing ukulele,29,39,34.533333,37.2,2
fzgVtI1OZRw,playing ukulele,38,48,38,39.134695,2
fzgVtI1OZRw,playing ukulele,38,48,42.33854,47.945268,15
gpCURo8_zwk,playing ukulele,25,35,25,28.2,6
hRoi4yRYCpE,playing ukulele,143,153,143,149.106106,32
hRoi4yRYCpE,playing ukulele,143,153,151.241575,152.976643,10
jMjWjU_qmZo,playing ukulele,21,31,21,22.768435,6
jYtQ-DUilAo,playing ukulele,21,31,21,23.533333,4
kCunbnjBIfE,playing ukulele,3,13,5.28,13,18
kWKKdesyL3c,playing ukulele,3,13,3,13,32
lDTiKYPRo0A,playing ukulele,1,11,1,10.976643,14
laEFWNS-K0k,playing ukulele,43,53,43,53,25
lw2Oy1QQfU8,playing ukulele,2,12,2,9.866075,13
mIncqTZ5qmc,playing ukulele,43,53,45.933333,47.866667,4
nW93MPFhrSo,playing ukulele,30,40,30,33.966667,11
nW93MPFhrSo,playing ukulele,30,40,37.366667,40,3
oLYT0vA28wQ,playing ukulele,152,162,152,154.135469,4
oLYT0vA28wQ,playing ukulele,152,162,156.904905,161.976643,10
oP2aXdfSc0s,playing ukulele,59,69,59,68.943277,29
oXOsnoJU4e4,playing ukulele,6,16,6,16,18
pLAXC_ZrCOY,playing ukulele,6,16,6,8.533333,5
pXbB4cK3CJ4,playing ukulele,128,138,128,138,71
pcpDuVKOUSc,playing ukulele,102,112,102,111.976643,24
qdNWCYXLg1Q,playing ukulele,8,18,8,18,35
r1jqySH-G10,playing ukulele,239,249,239,248.28,16
sYEU9ZoB4is,playing ukulele,31,41,31,40.956126,36
sqoHNt9vm-Y,playing ukulele,47,57,47,56.976643,27
tkevQ2SQNqI,playing ukulele,3,13,3,8.068966,18
tkevQ2SQNqI,playing ukulele,3,13,9.310345,13,12
uWq8Q_cIEwE,playing ukulele,86,96,86,96,15
uhdECKnJ278,playing ukulele,8,18,8,18,12
vYy27P6K-k4,playing ukulele,174,184,174,184,21
vkhdP3zJSmA,playing ukulele,2,12,2,11.275943,49
xAzsRf6JNs0,playing ukulele,1,11,1,11,15
xM4VzdajwAs,playing ukulele,38,48,43.505506,46.041375,3
xdbh1FBoNPQ,playing ukulele,29,39,29,38.943277,32
yCSH4jrF0pI,playing ukulele,264,274,264,273.943277,25
yJW-DDaMZ-M,playing ukulele,24,34,24,28.333333,4
yyAyp6CtPe4,playing ukulele,9,19,10.301301,18.976643,11
03FKtpwxQ9c,playing ukulele,172,182,172,181.962224,27
1q-bM3Zw1_g,playing ukulele,25,35,25,34.962391,28
122texA_m_4,playing ukulele,23,33,23,33,20
2F2FQ3R4vak,playing ukulele,102,112,102,111.993316,18
2bndU58VHhk,playing ukulele,7,17,7,16.976643,24
3kdfuEo4Nv0,playing ukulele,520,530,525,530,20
4zGG_8O8pBo,playing ukulele,23,33,23,33,34
42LXdLktJQE,playing ukulele,9,19,9,19,19
5OtkG83V7Sg,playing ukulele,1,11,1,4.73707,3
5OtkG83V7Sg,playing ukulele,1,11,6.255255,7.956957,2
5OtkG83V7Sg,playing ukulele,1,11,9.775442,10.976643,2
5hnXihw0wF4,playing ukulele,13,23,13,22.976643,17
5zxWwGNlHhQ,playing ukulele,235,245,238.066667,239.133333,2
6dfjggoKngM,playing ukulele,51,61,51,60.976643,29
6oJpF1l4TtI,playing ukulele,63,73,63,68.041667,5
78nQ5HBNq_I,playing ukulele,148,158,152.4,153.76,2
7_VUb0v-dmA,playing ukulele,62,72,62,71.943277,23
8extOE7nwOw,playing ukulele,5,15,11.072739,13.858859,6
9Eqo1jHska4,playing ukulele,1,11,1,11,9
9qgQZGPVxnA,playing ukulele,21,31,21,31,40
98zradZ0oWU,playing ukulele,63,73,63,73,22
9-5wGKfIz7k,playing ukulele,110,120,110,113.570237,6
#NAME?,playing ukulele,26,36,26,27.801802,2
#NAME?,playing ukulele,13,23,20.874541,22.976643,3
_BUzjHz_Kqg,playing ukulele,70,80,70,77.933333,15
AHwJMCXiM60,pull ups,27,37,27,36.943277,4
Akwdggv-91g,pull ups,38,48,38,47.926593,4
BYHQ4KptOM4,pull ups,15,25,15,21,2
Bg2uQMSKXew,pull ups,19,29,19,27.9,2
BrtUG9jAsJI,pull ups,2,12,2.766667,11.966667,3
ENr1x2kcNcU,pull ups,160,170,160,169.943277,3
E6G-o7adOsg,pull ups,7,17,7,16.976643,5
Fy2fOJBuLuc,pull ups,9,19,9,18.968302,5
GZz-Ra1nElE,pull ups,4,14,4,13.7,4
GjVPcCoTz5U,pull ups,9,19,9,18.976643,15
HSrGAlk5ouQ,pull ups,6,16,14,16,2
HesycfeXGkY,pull ups,2,12,2,11.976643,3
HmB1_QAHP0w,pull ups,2,12,2,7.233333,2
Iw3X6M-uzbg,pull ups,1,11,4.32,11,4
JjfhAAxftEQ,pull ups,0,10,0,9.976643,4
KUnNPTXpYE4,pull ups,10,20,15.9,20,2
LPQSm5megAo,pull ups,0,10,1.201201,7.107107,3
LUlt4tPj5SQ,pull ups,4,14,4,8.337671,3
LxkdL0tGGxE,pull ups,0,10,0,4.270938,3
L2_sNxxvmuw,pull ups,0,10,0,9.976643,10
MxDffDOCT-Q,pull ups,22,32,22.04,32,3
M1YMl8AU94I,pull ups,2,12,2,4.950055,2
M1YMl8AU94I,pull ups,2,12,5.70472,11.879254,2
NFcwjLi-rJI,pull ups,12,22,12,22,3
NvqLMRadijE,pull ups,28,38,29.64,33,3
NvqLMRadijE,pull ups,28,38,34.64,36,2
N4HNxuOIVEs,pull ups,29,39,29,38.976643,7
OhQcWwqQDR4,pull ups,42,52,42.1001,51.976643,3
O4MXIrHhqZo,pull ups,5,15,7.9,14.966667,2
O8YcnJT4ofs,pull ups,0,10,0.5,7.466667,2
O-q0UK1CV-M,pull ups,1,11,1,6.36,3
O-q0UK1CV-M,pull ups,1,11,8.2,11,2
PFISl6mVwtk,pull ups,45,55,45,50.1,2
PTT6LnLSAnY,pull ups,11,21,11,18.255983,3
QMlSvIJtR0M,pull ups,4,14,5.037578,13.969775,8
SxNHZthT2ZY,pull ups,7,17,7,16.976643,9
TindOf7zyXM,pull ups,36,46,36,42.133333,2
TmiLrzwQL9k,pull ups,0,10,0.5,8.766667,2
T42G2fwjorc,pull ups,263,273,264.868535,272.943277,4
Uh9dsi8DgeU,pull ups,62,72,62,70.528187,5
Uj7VQlHIltM,pull ups,101,111,101,107.239573,5
U7fP08R37EA,pull ups,13,23,18.088422,22.968302,5
VUoItcXFPZ4,pull ups,214,224,214,221.474141,2
VXvnQ6vnSTQ,pull ups,4,14,4,14,3
ViYnvdBMR6g,pull ups,19,29,19,29,8
WGadHIMsrdU,pull ups,2,12,2.68,12,3
Wkp3jAkX8O4,pull ups,3,13,3.966667,13,6
W_vw0P8EVwQ,pull ups,220,230,220,227.207207,2
Xbg8VJgNQPE,pull ups,5,15,6.3,9.133333,2
XusWRe8zQ5o,pull ups,0,10,3.203203,9.976643,5
YWVwDBOHAIY,pull ups,10,20,10,20,6
YaHfRx04h4o,pull ups,171,181,171,175.08,3
YoY4176oESc,pull ups,28,38,30.833333,37.958333,2
ayzMLAVi7yk,pull ups,9,19,9,14.572239,3
bnlI4BASlXI,pull ups,17,27,17,26.50951,3
b6hO0rMRYjs,pull ups,98,108,100.166667,105.833333,3
cAzCteOHbs8,pull ups,42,52,42.900901,48.139473,2
cMIycT3cpFg,pull ups,23,33,27.033333,31.166667,2
dP4U9YJrn0M,pull ups,290,300,292.736069,293.370037,2
dcwAzUBtqEw,pull ups,13,23,13,17.6,2
eU7N2ythUn8,pull ups,31,41,37.833333,40.966667,2
efQJ44Mk6BM,pull ups,2,12,3.568235,11.976643,5
f7doRCZCwIc,pull ups,78,88,78,81.5,2
gTqhkWubSTc,pull ups,142,152,146.571848,151.944604,2
gh77V08SQ34,pull ups,46,56,46,54.48,2
iKIKRztPIpQ,pull ups,16,26,16,26,5
ip9QSaU7bxw,pull ups,20,30,20,27.273941,3
i65riznGWiA,pull ups,56,66,61.533333,66,4
jC4O7gWJjPk,pull ups,6,16,6,10.537871,3
jhXmytynunU,pull ups,1,11,1,11,5
kBuEWVA9vL8,pull ups,387,397,388.901902,393.639973,2
kGDIhlrBW0M,pull ups,0,10,0,7.333333,2
klHQVbogkYw,pull ups,37,47,37,44.766667,2
lgdXb6xpFns,pull ups,4,14,4,11.173841,3
loJ5MlMt6EU,pull ups,18,28,18,20.566667,2
mddh-9tTmRs,pull ups,2,12,2,7.2,3
mkSvldU_VUw,pull ups,1,11,1,11,2
mq1g4JeDNUE,pull ups,2,12,2,5.333333,2
mq1g4JeDNUE,pull ups,2,12,9.566667,11.966667,2
onNF_bQxOMg,pull ups,20,30,23.603604,29.676343,2
opoIUl4eXTU,pull ups,0,10,4.166667,10,6
pPYiKNX9ixE,pull ups,5,15,10.5,15,2
p_uEhbOO_zM,pull ups,0,10,5.7,10,3
q9QerhiDQEE,pull ups,1,11,3.202202,10.976643,3
rFRinf9b-Vw,pull ups,1,11,1,11,2
rXKhJeF0HlU,pull ups,3,13,4,9.04,2
reAv60s7fqY,pull ups,0,10,0.133467,8.341675,3
rlgoBYYovXo,pull ups,0,10,0,9.976643,2
s59PqZ9TTq0,pull ups,7,17,7,12.386544,2
t-CZwdY1UiQ,pull ups,15,25,22.733333,25,2
uOhXAckJNv0,pull ups,6,16,6,12.317478,2
uwWZ8y17R9o,pull ups,2,12,2,10.151699,4
u90afcIihIE,pull ups,8,18,9.301301,17.976643,2
v0KanSlWnPE,pull ups,10,20,10,16.366667,3
v4f5T8cPbHA,pull ups,10,20,10,17.207207,2
wbgBlaE_wEA,pull ups,89,99,89,98.28,2
y2OiEe3K-8c,pull ups,3,13,3,12.966667,7
0Mfq1D151S0,pull ups,18,28,22.804805,27.943277,3
0zJGjSfj7e8,pull ups,28,38,28,37.960892,4
1KKjEWgqx5M,pull ups,4,14,4,8.266667,3
1cZ2I-8DR-Q,pull ups,4,14,4,13.968302,5
2BC4P5QWDSk,pull ups,8,18,8.2,14.1,4
2p19BDth7Zc,pull ups,3,13,8.133333,12.133333,3
4dloJkmJdRY,pull ups,9,19,9,18.976643,5
4oz23cNENRo,pull ups,5,15,5,10.085993,2
5fot95w8NGM,pull ups,0,10,0,9.766667,3
6JXEO-ms9eM,pull ups,5,15,5.966667,15,5
6wpbwI5sbUo,pull ups,0,10,1.533333,9.9,4
61GrOGdE31E,pull ups,10,20,10,17.540874,4
7QmGi3r4RPE,pull ups,4,14,4.033333,14,3
79Nhi4_lrOM,pull ups,9,19,9,19,5
8nNRVvJwl8Y,pull ups,11,21,14.76,17.12,2
9VHz73p7Gfo,pull ups,26,36,26,36,6
#NAME?,pull ups,1,11,1,10.976643,4
#NAME?,pull ups,1,11,4.178533,10.90364,2
ACUT-_cxF9s,pumping fist,12,22,12,18.3,12
BS1bTUu9BZI,pumping fist,5,15,5,9,9
CBhIbu3YPvA,pumping fist,3,13,11.942276,12.976643,2
Cw_DUXdQf0Y,pumping fist,6,16,6,16,22
EHLJiKiwJd0,pumping fist,47,57,47,56.976643,21
EeaUJCVWBH0,pumping fist,1,11,7.4,11,10
EkqNc2rzBb8,pumping fist,37,47,39.2,41.066667,2
HVtCSB8r6Bo,pumping fist,3,13,3,5.135469,4
Hae_xDLuIdw,pumping fist,1,11,1,11,8
HfrG-Bt1bko,pumping fist,12,22,12,17.25,9
ItzskUIi63Q,pumping fist,1,11,7.606607,10.976643,9
KpKA_99Ra08,pumping fist,1,11,5.3,8.5,7
K7fuSkCawjY,pumping fist,1,11,1.233333,2.6,2
PyIpiUDpVSg,pumping fist,3,13,5.7,9.066667,4
Q7zDVy5W1hE,pumping fist,1,11,6.633898,10.985831,8
R9_wAq8sHBQ,pumping fist,26,36,26,27.583333,3
TjY7wvB9XZE,pumping fist,0,10,0,6.050217,12
Wnt4JqlZoto,pumping fist,0,10,0,9.943277,22
X3vEFGPOuHg,pumping fist,53,63,62.05,63,2
aUAxYoyPZ6Q,pumping fist,1,11,1,11,18
b904sCMuZjc,pumping fist,1,11,1,8.67188,11
c_n6PUFQQX0,pumping fist,11,21,15.904905,17.706707,3
ePOrmh8TVcw,pumping fist,2,12,2,5.833333,9
ffdmZfwyQ8I,pumping fist,4,14,4,5.042709,3
fvXQm_IoAHA,pumping fist,1,11,3.363636,8.181818,12
gEVvA6w5nPE,pumping fist,3,13,3,12.166667,10
gQ5zbcV-pF8,pumping fist,16,26,16,24.633333,16
g3crA0_SYmE,pumping fist,22,32,22,29.066667,14
g3crA0_SYmE,pumping fist,22,32,30.55,32,4
hj1qOLBAlb4,pumping fist,42,52,42,45.941894,4
hj1qOLBAlb4,pumping fist,42,52,49.226805,51.927732,4
ijsDZfDIHXI,pumping fist,1,11,3.6,8.333333,5
j-3NV9T23W0,pumping fist,1,11,1,6.833333,13
kmmx-iSZn48,pumping fist,8,18,8,13.641623,14
nuPp66HzRtM,pumping fist,4,14,4,6.766667,4
oNpt-yBKseM,pumping fist,12,22,15.303304,17.221888,2
pER-DgfmIf8,pumping fist,4,14,4,7.47505,16
